pmid,title,authors,affiliations,journal,pub_date,doi,citations,keywords,abstract
37278719,PanGraph: scalable bacterial pan-genome graph construction.,Noll Nicholas; Molari Marco; Shaw Liam P; Neher Richard A,"Kavli Institute for Theoretical Physics, University of California, Santa Barbara, CA, USA.; Swiss Institute of Bioinformatics, Basel, Switzerland.; Biozentrum, University of Basel, Basel, Switzerland.; Department of Biology, University of Oxford, Oxford, UK.",Microbial genomics,2023-06-06,10.1099/mgen.0.001034,0,pangenome; graphs; microbial diversity,"The genomic diversity of microbes is commonly parameterized as SNPs relative to a reference genome of a well-characterized, but arbitrary, isolate. However, any reference genome contains only a fraction of the microbial pangenome, the total set of genes observed in a given species. Reference-based approaches are thus blind to the dynamics of the accessory genome, as well as variation within gene order and copy number. With the widespread usage of long-read sequencing, the number of high-quality, complete genome assemblies has increased dramatically. In addition to pangenomic approaches that focus on the variation in the sets of genes present in different genomes, complete assemblies allow investigations of the evolution of genome structure and gene order. This latter problem, however, is computationally demanding with few tools available that shed light on these dynamics. Here, we present PanGraph, a Julia-based library and command line interface for aligning whole genomes into a graph. Each genome is represented as a path along vertices, which in turn encapsulate homologous multiple sequence alignments. The resultant data structure succinctly summarizes population-level nucleotide and structural polymorphisms and can be exported into several common formats for either downstream analysis or immediate visualization."
37374141,Human Pangenomics: Promises and Challenges of a Distributed Genomic Reference.,Abondio Paolo; Cilli Elisabetta; Luiselli Donata,"Laboratory of Ancient DNA, Department of Cultural Heritage, University of Bologna, Via degli Ariani 1, 48121 Ravenna, Italy.","Life (Basel, Switzerland)",2023-06-28,10.3390/life13061360,0,selection; phylogenetics; structural variation; evolution; pangenome; human genomics; personalized medicine; pangenomics; bioinformatics; public health,"A pangenome is a collection of the common and unique genomes that are present in a given species. It combines the genetic information of all the genomes sampled, resulting in a large and diverse range of genetic material. Pangenomic analysis offers several advantages compared to traditional genomic research. For example, a pangenome is not bound by the physical constraints of a single genome, so it can capture more genetic variability. Thanks to the introduction of the concept of pangenome, it is possible to use exceedingly detailed sequence data to study the evolutionary history of two different species, or how populations within a species differ genetically. In the wake of the Human Pangenome Project, this review aims at discussing the advantages of the pangenome around human genetic variation, which are then framed around how pangenomic data can inform population genetics, phylogenetics, and public health policy by providing insights into the genetic basis of diseases or determining personalized treatments, targeting the specific genetic profile of an individual. Moreover, technical limitations, ethical concerns, and legal considerations are discussed."
39282288,A Draft Pacific Ancestry Pangenome Reference.,Littlefield Connor; Lazaro-Guevara Jose M; Stucki Devorah; Lansford Michael; Pezzolesi Melissa H; Taylor Emma J; Wolfgramm Etoni-Ma'asi C; Taloa Jacob; Lao Kime; Dumaguit C Dave C; Ridge Perry G; Tavana Justina P; Holland William L; Raphael Kalani L; Pezzolesi Marcus G,,bioRxiv : the preprint server for biology,2024-09-17,10.1101/2024.08.07.606392,0,,"Individuals of Pacific ancestry suffer some of the highest rates of health disparities yet remain vastly underrepresented in genomic research, including currently available linear and pangenome references. To begin addressing this, we developed the first Pacific ancestry pangenome reference using 23 individuals with diverse Pacific ancestry. We assembled 46 haploid genomes from these 23 individuals, resulting in highly accurate and contiguous genome assemblies with an average quality value of 55.0 and an average N50 of 40.7 Mb, marking the first de novo assembly of highly accurate Pacific ancestry genomes. We combined these assemblies to create a pangenome reference, which added 30.6 Mb of novel sequence missing from the Human Pangenome Reference Consortium (HPRC) reference. Mapping short reads to this pangenome reduced variant call errors and yielded more true-positive variants compared to the HPRC and T2T-CHM13 references. This Pacific ancestry pangenome reference serves as a resource to enhance genetic analyses for this underserved population."
37361319,Site-specialization of human oral Gemella species.,Torres-Morales Julian; Mark Welch Jessica L; Dewhirst Floyd E; Borisy Gary G,"The Forsyth Institute, Cambridge, MA, USA.; Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory, Woods Hole, MA, USA.; Department of Oral Medicine, Infection and Immunity, Harvard School of Dental Medicine, Boston, MA, USA.",Journal of oral microbiology,2023-06-26,10.1080/20002297.2023.2225261,0,metagenome; metapangenome; Gemella; pangenome; microbiome; oral,"Gemella species are core members of the human oral microbiome in healthy subjects and are regarded as commensals, although they can cause opportunistic infections. Our objective was to evaluate the site-specialization of Gemella species among various habitats within the mouth by combining pangenomics and metagenomics. With pangenomics, we identified genome relationships and categorized genes as core and accessory to each species. With metagenomics, we identified the primary oral habitat of individual genomes. Our results establish that the genomes of three species, G. haemolysans, G. sanguinis and G. morbillorum, are abundant and prevalent in human mouths at different oral sites: G. haemolysans on buccal mucosa and keratinized gingiva; G. sanguinis on tongue dorsum, throat, and tonsils; and G. morbillorum in dental plaque. The gene-level basis of site-specificity was investigated by identifying genes that were core to Gemella genomes at a specific oral site but absent from other Gemella genomes. The riboflavin biosynthesis pathway was present in G. haemolysans genomes associated with buccal mucosa but absent from the rest of the genomes. Overall, metapangenomics show that Gemella species have clear ecological preferences in the oral cavity of healthy humans and provides an approach to identifying gene-level drivers of site specificity."
39400346,Cluster-efficient pangenome graph construction with nf-core/pangenome.,Heumos Simon; Heuer Michael L; Hanssen Friederike; Heumos Lukas; Guarracino Andrea; Heringer Peter; Ehmele Philipp; Prins Pjotr; Garrison Erik; Nahnsen Sven,"Quantitative Biology Center (QBiC) Tübingen, University of Tübingen, Tübingen, 72076, Germany.; Biomedical Data Science, Department of Computer Science, University of Tübingen, Tübingen, 72076, Germany.; M3 Research Center, University Hospital Tübingen, Tübingen, 72076, Germany.; Institute for Bioinformatics and Medical Informatics (IBMI), Eberhard-Karls University of Tübingen, Tübingen, 72076, Germany.; University of California, Berkeley, Berkeley, CA 94720, United States.; Department of Computational Health, Institute of Computational Biology, Helmholtz Munich, Munich, 85764, Germany.; Comprehensive Pneumology Center with the CPC-M bioArchive, Helmholtz Zentrum Munich, Member of the German Center for Lung Research (DZL), Munich, 81377, Germany.; TUM School of Life Sciences Weihenstephan, Technical University of Munich, Freising, 81377, Germany.; Department of Genetics, Genomics and Informatics, University of Tennessee Health Science Center, Memphis, TN 38163, United States.; Human Technopole, Milan 20157, Italy.","Bioinformatics (Oxford, England)",2024-10-14,10.1093/bioinformatics/btae609,0,,"Pangenome graphs offer a comprehensive way of capturing genomic variability across multiple genomes. However, current construction methods often introduce biases, excluding complex sequences or relying on references. The PanGenome Graph Builder (PGGB) addresses these issues. To date, though, there is no state-of-the-art pipeline allowing for easy deployment, efficient and dynamic use of available resources, and scalable usage at the same time. To overcome these limitations, we present nf-core/pangenome, a reference-unbiased approach implemented in Nextflow following nf-core's best practices. Leveraging biocontainers ensures portability and seamless deployment in High-Performance Computing (HPC) environments. Unlike PGGB, nf-core/pangenome distributes alignments across cluster nodes, enabling scalability. Demonstrating its efficiency, we constructed pangenome graphs for 1000 human chromosome 19 haplotypes and 2146 Escherichia coli sequences, achieving a two to threefold speedup compared to PGGB without increasing greenhouse gas emissions. nf-core/pangenome is released under the MIT open-source license, available on GitHub and Zenodo, with documentation accessible at https://nf-co.re/pangenome/docs/usage."
37243202,Functional Profiling and Evolutionary Analysis of a Marine Microalgal Virus Pangenome.,Lobb Briallen; Shapter Anson; Doxey Andrew C; Nissimov Jozef I,"Department of Biology, University of Waterloo, 200 University Ave. West., Waterloo, ON N2L 3G1, Canada.",Viruses,2023-05-27,10.3390/v15051116,0,Prasinovirus; Phycodnaviridae; Chlorovirus; algal viruses; genomes; AlphaFold; pangenomics; functional annotation; Coccolithovirus,"Phycodnaviridae are large double-stranded DNA viruses, which facilitate studies of host-virus interactions and co-evolution due to their prominence in algal infection and their role in the life cycle of algal blooms. However, the genomic interpretation of these viruses is hampered by a lack of functional information, stemming from the surprising number of hypothetical genes of unknown function. It is also unclear how many of these genes are widely shared within the clade. Using one of the most extensively characterized genera, Coccolithovirus, as a case study, we combined pangenome analysis, multiple functional annotation tools, AlphaFold structural modeling, and literature analysis to compare the core and accessory pangenome and assess support for novel functional predictions. We determined that the Coccolithovirus pangenome shares 30% of its genes with all 14 strains, making up the core. Notably, 34% of its genes were found in at most three strains. Core genes were enriched in early expression based on a transcriptomic dataset of Coccolithovirus EhV-201 algal infection, were more likely to be similar to host proteins than the non-core set, and were more likely to be involved in vital functions such as replication, recombination, and repair. In addition, we generated and collated annotations for the EhV representative EhV-86 from 12 different annotation sources, building up information for 142 previously hypothetical and putative membrane proteins. AlphaFold was further able to predict structures for 204 EhV-86 proteins with a modelling accuracy of good-high. These functional clues, combined with generated AlphaFold structures, provide a foundational framework for the future characterization of this model genus (and other giant viruses) and a further look into the evolution of the Coccolithovirus proteome."
37129508,Species Delineation and Comparative Genomics within the Campylobacter ureolyticus Complex.,Maki Joel J; Howard Mondraya; Connelly Sara; Pettengill Matthew A; Hardy Dwight J; Cameron Andrew,"Department of Pathology and Laboratory Medicine, University of Rochester Medical Center, Rochester, New York, USA.; Department of Pathology, Anatomy, and Cell Biology, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.; Department of Microbiology and Immunology, University of Rochester Medical Center, Rochester, New York, USA.",Journal of clinical microbiology,2023-05-02,10.1128/jcm.00046-23,0,Campylobacter; breast abscess; pangenome; anaerobe; macrolide; macrolides; Campylobacter ureolyticus; whole-genome sequencing,"Campylobacter ureolyticus is an emerging pathogen increasingly appreciated as a common cause of gastroenteritis and extra-intestinal infections in humans. Outside the setting of gastroenteritis, little work has been done to describe the genomic content and relatedness of the species, especially regarding clinical isolates. We reviewed the epidemiology of clinical C. ureolyticus cultured by our institution over the past 10 years. Fifty-one unique C. ureolyticus isolates were identified between January 2010 and August 2022, mostly originating from abscesses and blood cultures. To clarify the taxonomic relationships between isolates and to attribute specific genes with different clinical manifestations, we sequenced 19 available isolates from a variety of clinical specimen types and conducted a pangenomic analysis with publicly available C. ureolyticus genomes. Digital DNA:DNA hybridization suggested that these C. ureolyticus comprised a species complex of 10 species clusters (SCs) and several subspecies clusters. Although some orthologous genes or gene functions were enriched in isolates found in different SCs and clinical specimens, no association was significant. Nearly a third of the isolates possessed antimicrobial resistance genes, including the ermA resistance gene, potentially conferring resistance to macrolides, the treatment of choice for severe human campylobacteriosis. This work effectively doubles the number of publicly available C. ureolyticus genomes, provides further clarification of taxonomic relationships within this bacterial complex, and identifies target SCs for future analysis."
38802662,Population-based nanopore sequencing of the HIV-1 pangenome to identify drug resistance mutations.,Ode Hirotaka; Matsuda Masakazu; Shigemi Urara; Mori Mikiko; Yamamura Yoshimi; Nakata Yoshihiro; Okazaki Reiko; Kubota Mai; Setoyama Yuka; Imahashi Mayumi; Yokomaku Yoshiyuki; Iwatani Yasumasa,"Clinical Research Center, National Hospital Organization Nagoya Medical Center, 4-1-1 Sannomaru, Naka-ku, Nagoya, Aichi, 460-0001, Japan.; Clinical Research Center, National Hospital Organization Nagoya Medical Center, 4-1-1 Sannomaru, Naka-ku, Nagoya, Aichi, 460-0001, Japan. iwatani.yasumasa.cp@mail.hosp.go.jp.; Division of Basic Medicine, Nagoya University Graduate School of Medicine, Nagoya, Aichi, Japan. iwatani.yasumasa.cp@mail.hosp.go.jp.",Scientific reports,2024-05-28,10.1038/s41598-024-63054-3,0,Nanopore sequencing; Mutation; Viral genome; Pangenome; Drug resistance; HIV-1; Recombinant forms,"HIV-1 drug resistance genotypic tests have primarily been performed by Sanger sequencing of gene segments encoding different drug target proteins. Since the number of targets has increased with the addition of a new class of antiretroviral drugs, a simple high-throughput system for assessing nucleotide sequences throughout the HIV-1 genome is required. Here, we developed a new solution using nanopore sequencing of viral pangenomes amplified by PCR. Benchmark tests using HIV-1 molecular clones demonstrated an accuracy of up to 99.9%. In addition, validation tests of our protocol in 106 clinical samples demonstrated high concordance of drug resistance and tropism genotypes (92.5% and 98.1%, respectively) between the nanopore sequencing-based results and archived clinical determinations made based on Sanger sequencing data. These results suggest that our new approach will be a powerful solution for the comprehensive survey of HIV-1 drug resistance mutations in clinical settings."
38037131,Comparing methods for constructing and representing human pangenome graphs.,Andreace Francesco; Lechat Pierre; Dufresne Yoann; Chikhi Rayan,"Department of Computational Biology, Institut Pasteur, Université Paris Cité, Paris, F-75015, France. francesco.andreace@pasteur.fr.; Sorbonne Université, Collège doctoral, F-75005, Paris, France. francesco.andreace@pasteur.fr.; Bioinformatics and Biostatistics Hub, Institut Pasteur, Université de Paris, F-75015, Paris, France.; Department of Computational Biology, Institut Pasteur, Université Paris Cité, Paris, F-75015, France.",Genome biology,2023-12-01,10.1186/s13059-023-03098-2,0,de Bruijn graphs; Sequence analysis; Pangenomics; Variation graphs; Algorithms,"As a single reference genome cannot possibly represent all the variation present across human individuals, pangenome graphs have been introduced to incorporate population diversity within a wide range of genomic analyses. Several data structures have been proposed for representing collections of genomes as pangenomes, in particular graphs. In this work, we collect all publicly available high-quality human haplotypes and construct the largest human pangenome graphs to date, incorporating 52 individuals in addition to two synthetic references (CHM13 and GRCh38). We build variation graphs and de Bruijn graphs of this collection using five of the state-of-the-art tools: Bifrost, mdbg, Minigraph, Minigraph-Cactus and pggb. We examine differences in the way each of these tools represents variations between input sequences, both in terms of overall graph structure and representation of specific genetic loci. This work sheds light on key differences between pangenome graph representations, informing end-users on how to select the most appropriate graph type for their application."
39041615,Exploring gene content with pangene graphs.,Li Heng; Marin Maximillian; Farhat Maha Reda,"Dana-Farber Cancer Institute, Boston, MA 02215, USA.; Harvard Medical School, Boston, MA 02215, USA.; Broad Insitute of Harvard and MIT, Cambridge, MA 02142, USA.; Pulmonary and Critical Care Medicine, Massachusetts General Hospital, Boston, USA.","Bioinformatics (Oxford, England)",2024-07-23,10.1093/bioinformatics/btae456,0,,"The gene content regulates the biology of an organism. It varies between species and between individuals of the same species. Although tools have been developed to identify gene content changes in bacterial genomes, none is applicable to collections of large eukaryotic genomes such as the human pangenome. We developed pangene, a computational tool to identify gene orientation, gene order and gene copy-number changes in a collection of genomes. Pangene aligns a set of input protein sequences to the genomes, resolves redundancies between protein sequences and constructs a gene graph with each genome represented as a walk in the graph. It additionally finds subgraphs, which we call bibubbles, that capture gene content changes. Applied to the human pangenome, pangene identifies known gene-level variations and reveals complex haplotypes that are not well studied before. Pangene also works with high-quality bacterial pangenome and reports similar numbers of core and accessory genes in comparison to existing tools. Source code at https://github.com/lh3/pangene; pre-built pangene graphs can be downloaded from https://zenodo.org/records/8118576 and visualized at https://pangene.bioinweb.org."
38463499,Exploring gene content with pangene graphs.,Li Heng; Marin Maximillian; Farhat Maha Reda,"Dana-Farber Cancer Institute, 450 Brookline Ave, Boston, MA 02215, USA.; Harvard Medical School, 10 Shattuck St, Boston, MA 02215, USA.; Broad Insitute of Harvard and MIT, 415 Main St, Cambridge, MA 02142, USA.; Pulmonary and Critical Care Medicine, Massachusetts General Hospital, Boston, USA.",ArXiv,2024-03-11,,0,,"The gene content regulates the biology of an organism. It varies between species and between individuals of the same species. Although tools have been developed to identify gene content changes in bacterial genomes, none is applicable to collections of large eukaryotic genomes such as the human pangenome. We developed pangene, a computational tool to identify gene orientation, gene order and gene copy-number changes in a collection of genomes. Pangene aligns a set of input protein sequences to the genomes, resolves redundancies between protein sequences and constructs a gene graph with each genome represented as a walk in the graph. It additionally finds subgraphs, which we call bibubbles, that capture gene content changes. Applied to the human pangenome, pangene identifies known gene-level variations and reveals complex haplotypes that are not well studied before. Pangene also works with high-quality bacterial pangenome and reports similar numbers of core and accessory genes in comparison to existing tools. Source code at https://github.com/lh3/pangene; pre-built pangene graphs can be downloaded from https://zenodo.org/records/8118576 and visualized at https://pangene.bioinweb.org."
38950433,How Viruses Shape Microbial Plankton Microdiversity.,Rodriguez-Valera Francisco; Bellas Christopher,"Evolutionary Genomics Group, Departamento de Producción Vegetal y Microbiología, Universidad Miguel Hernández, San Juan de Alicante, Spain; email: frvalera@umh.es.; Department of Ecology, Universität Innsbruck, Innsbruck, Austria; email: christopher.bellas@uibk.ac.at.",Annual review of marine science,2024-07-01,10.1146/annurev-marine-040623-090847,0,phages; population genomics; constant-diversity equilibrium; pangenome; kill-the-winner,"One major conundrum of modern microbiology is the large pangenome (gene pool) present in microbes, which is much larger than those found in complex organisms such as humans. Here, we argue that this diversity of gene pools carried by different strains is maintained largely due to the control exercised by viral predation. Viruses maintain a high strain diversity through time that we describe as constant-diversity equilibrium, preventing the hoarding of resources by specific clones. Thus, viruses facilitate the release and degradation of dissolved organic matter in the ocean, which may lead to better ecosystem functioning by linking top-down to bottom-up control. By maintaining this equilibrium, viruses act as a key element of the adaptation of marine microbes to their environment and likely behave as a single evolutionary unit."
37524789,Telomere-to-telomere assemblies of 142 strains characterize the genome structural landscape in Saccharomyces cerevisiae.,O'Donnell Samuel; Yue Jia-Xing; Saada Omar Abou; Agier Nicolas; Caradec Claudia; Cokelaer Thomas; De Chiara Matteo; Delmas Stéphane; Dutreux Fabien; Fournier Téo; Friedrich Anne; Kornobis Etienne; Li Jing; Miao Zepu; Tattini Lorenzo; Schacherer Joseph; Liti Gianni; Fischer Gilles,"Sorbonne Université, CNRS, Institut de Biologie Paris-Seine, Laboratory of Computational and Quantitative Biology, Paris, France.; State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China.; Université Côte d'Azur, CNRS, INSERM, IRCAN, Nice, France.; Université de Strasbourg, CNRS, GMGM UMR 7156, Strasbourg, France.; Biomics Technological Platform, Center for Technological Resources and Research (C2RT), Institut Pasteur, Paris, France.; Bioinformatics and Biostatistics Hub, Computational Biology Department, Institut Pasteur, Paris, France.; Université de Strasbourg, CNRS, GMGM UMR 7156, Strasbourg, France. joseph.schacherer@unistra.fr.; Université Côte d'Azur, CNRS, INSERM, IRCAN, Nice, France. gianni.liti@unice.fr.; Sorbonne Université, CNRS, Institut de Biologie Paris-Seine, Laboratory of Computational and Quantitative Biology, Paris, France. gilles.fischer@sorbonne-universite.fr.",Nature genetics,2023-08-01,10.1038/s41588-023-01459-y,0,,"Pangenomes provide access to an accurate representation of the genetic diversity of species, both in terms of sequence polymorphisms and structural variants (SVs). Here we generated the Saccharomyces cerevisiae Reference Assembly Panel (ScRAP) comprising reference-quality genomes for 142 strains representing the species' phylogenetic and ecological diversity. The ScRAP includes phased haplotype assemblies for several heterozygous diploid and polyploid isolates. We identified circa (ca.) 4,800 nonredundant SVs that provide a broad view of the genomic diversity, including the dynamics of telomere length and transposable elements. We uncovered frequent cases of complex aneuploidies where large chromosomes underwent large deletions and translocations. We found that SVs can impact gene expression near the breakpoints and substantially contribute to gene repertoire evolution. We also discovered that horizontally acquired regions insert at chromosome ends and can generate new telomeres. Overall, the ScRAP demonstrates the benefit of a pangenome in understanding genome evolution at population scale."
38600518,Pfp-fm: an accelerated FM-index.,Hong Aaron; Oliva Marco; Köppl Dominik; Bannai Hideo; Boucher Christina; Gagie Travis,"Department of Computer and Information Science and Engineering, University of Florida, Gainesville, Florida, 32611, USA.; Faculty of Engineering, University of Yamanashi, Kōfu, 400-8510, Japan.; M &D Data Science Center, Tokyo Medical and Dental University, Tokyo, Japan.; Department of Computer and Information Science and Engineering, University of Florida, Gainesville, Florida, 32611, USA. christinaboucher@ufl.edu.; Faculty of Computer Science, Dalhousie University, Halifax, Nova Scotia, Canada.",Algorithms for molecular biology : AMB,2024-04-11,10.1186/s13015-024-00260-8,0,Random access; Pangenomics; Word-based indexing; FM-index,"FM-indexes are crucial data structures in DNA alignment, but searching with them usually takes at least one random access per character in the query pattern. Ferragina and Fischer [1] observed in 2007 that word-based indexes often use fewer random accesses than character-based indexes, and thus support faster searches. Since DNA lacks natural word-boundaries, however, it is necessary to parse it somehow before applying word-based FM-indexing. In 2022, Deng et al. [2] proposed parsing genomic data by induced suffix sorting, and showed that the resulting word-based FM-indexes support faster counting queries than standard FM-indexes when patterns are a few thousand characters or longer. In this paper we show that using prefix-free parsing-which takes parameters that let us tune the average length of the phrases-instead of induced suffix sorting, gives a significant speedup for patterns of only a few hundred characters. We implement our method and demonstrate it is between 3 and 18 times faster than competing methods on queries to GRCh38, and is consistently faster on queries made to 25,000, 50,000 and 100,000 SARS-CoV-2 genomes. Hence, it seems our method accelerates the performance of count over all state-of-the-art methods with a moderate increase in the memory. The source code for PFP - FM is available at https://github.com/AaronHong1024/afm ."
38632097,Frontiers of soybean pan-genome studies.,Liu Yu-Cheng; Shen Yan-Ting; Tian Zhi-Xi,"Key Laboratory of Seed Innovation, Institute of Genetics and Development of Biology, Chinese Academy of Sciences, Beijing 100101, China.; University of Chinese Academy of Sciences, Beijing 101408, China.",Yi chuan = Hereditas,2024-04-18,10.16288/j.yczz.23-321,0,pan-genome; domestication; structural variation; evolution; soybean,"Artificial domestication provided the original motivation to the blooming of agriculture, following with the dramatic change of the genetic background of crops and livestock. According to theory and technology upgradation that contributing to the omics, we appreciate using the pan-genome instead of single reference genome for crop study. By comparison and integration of multiple genomes under the guidance of pan-genome theory, we can estimate the genomic information range of a species, leading to a global understanding of its genetic diversity. Combining pan-genome with large size chromosomal structural variations, high throughput population resequencing, and multi-omics data, we can profoundly study the genetic basis behind species traits we focus on. Soybean is one of the most important commercial crops over the world. It is also essential to our food security. Dissecting the formation of genetic diversity and the causal loci of key agricultural traits of soybean will make the modern soybean breeding more efficiently. In this review, we summarize the core idea of pan-genome and clarified the characteristics of construction strategies of pan-genome such as de novo/mapping assembly, iterative assembly and graph-based genome. Then we used the soybean pan-genome work as a case study to introduce the general way to study pan-genome. We highlighted the contribution of structural variation (SV) to the evolution/domestication of soybean and its value in understanding the genetic bases of agronomy traits. By those, we approved the value of graph-based pan-genome for data integration and SV calculation. Future research directions are also discussed for crop genomics and data science."
37059810,Variant calling and benchmarking in an era of complete human genome sequences.,Olson Nathan D; Wagner Justin; Dwarshuis Nathan; Miga Karen H; Sedlazeck Fritz J; Salit Marc; Zook Justin M,"Material Measurement Laboratory, National Institute of Standards and Technology, Gaithersburg, MD, USA.; UC Santa Cruz Genomics Institute, University of California Santa Cruz, Santa Cruz, CA, USA.; Baylor College of Medicine, Human Genome Sequencing Center, Houston, TX, USA.; The MITRE Corporation, McLean, VA, USA.; Material Measurement Laboratory, National Institute of Standards and Technology, Gaithersburg, MD, USA. jzook@nist.gov.",Nature reviews. Genetics,2023-04-15,10.1038/s41576-023-00590-0,0,,"Genetic variant calling from DNA sequencing has enabled understanding of germline variation in hundreds of thousands of humans. Sequencing technologies and variant-calling methods have advanced rapidly, routinely providing reliable variant calls in most of the human genome. We describe how advances in long reads, deep learning, de novo assembly and pangenomes have expanded access to variant calls in increasingly challenging, repetitive genomic regions, including medically relevant regions, and how new benchmark sets and benchmarking methods illuminate their strengths and limitations. Finally, we explore the possible future of more complete characterization of human genome variation in light of the recent completion of a telomere-to-telomere human genome reference assembly and human pangenomes, and we consider the innovations needed to benchmark their newly accessible repetitive regions and complex variants."
37143156,"A review of the pangenome: how it affects our understanding of genomic variation, selection and breeding in domestic animals?",Gong Ying; Li Yefang; Liu Xuexue; Ma Yuehui; Jiang Lin,"Laboratory of Animal Genetics, Breeding and Reproduction, Ministry of Agriculture, Institute of Animal Sciences, Chinese Academy of Agricultural Sciences (CAAS), Beijing, 100193, China.; National Germplasm Center of Domestic Animal Resources, Ministry of Technology, Institute of Animal Sciences, Chinese Academy of Agricultural Sciences (CAAS), Beijing, 100193, China.; Centre d'Anthropobiologie et de Génomique de Toulouse, Université Paul Sabatier, 37 allées Jules Guesde, Toulouse, 31000, France.; Laboratory of Animal Genetics, Breeding and Reproduction, Ministry of Agriculture, Institute of Animal Sciences, Chinese Academy of Agricultural Sciences (CAAS), Beijing, 100193, China. yuehui.ma@263.net.; National Germplasm Center of Domestic Animal Resources, Ministry of Technology, Institute of Animal Sciences, Chinese Academy of Agricultural Sciences (CAAS), Beijing, 100193, China. yuehui.ma@263.net.; Laboratory of Animal Genetics, Breeding and Reproduction, Ministry of Agriculture, Institute of Animal Sciences, Chinese Academy of Agricultural Sciences (CAAS), Beijing, 100193, China. Jianglin@caas.cn.; National Germplasm Center of Domestic Animal Resources, Ministry of Technology, Institute of Animal Sciences, Chinese Academy of Agricultural Sciences (CAAS), Beijing, 100193, China. Jianglin@caas.cn.",Journal of animal science and biotechnology,2023-05-05,10.1186/s40104-023-00860-1,0,Domestic animals; Breeding; Pangenome; Structural variations,"As large-scale genomic studies have progressed, it has been revealed that a single reference genome pattern cannot represent genetic diversity at the species level. While domestic animals tend to have complex routes of origin and migration, suggesting a possible omission of some population-specific sequences in the current reference genome. Conversely, the pangenome is a collection of all DNA sequences of a species that contains sequences shared by all individuals (core genome) and is also able to display sequence information unique to each individual (variable genome). The progress of pangenome research in humans, plants and domestic animals has proved that the missing genetic components and the identification of large structural variants (SVs) can be explored through pangenomic studies. Many individual specific sequences have been shown to be related to biological adaptability, phenotype and important economic traits. The maturity of technologies and methods such as third-generation sequencing, Telomere-to-telomere genomes, graphic genomes, and reference-free assembly will further promote the development of pangenome. In the future, pangenome combined with long-read data and multi-omics will help to resolve large SVs and their relationship with the main economic traits of interest in domesticated animals, providing better insights into animal domestication, evolution and breeding. In this review, we mainly discuss how pangenome analysis reveals genetic variations in domestic animals (sheep, cattle, pigs, chickens) and their impacts on phenotypes and how this can contribute to the understanding of species diversity. Additionally, we also go through potential issues and the future perspectives of pangenome research in livestock and poultry."
38217963,Novel vaccine candidates of Bordetella pertussis identified by reverse vaccinology.,Monterrubio-López Gloria Paulina; Llamas-Monroy José Luis; Martínez-Gómez Ángel Antonio; Delgadillo-Gutiérrez Karen,"Departamento de Microbiología, Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional (IPN), Mexico City, Mexico.; Departamento de Microbiología, Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional (IPN), Mexico City, Mexico. Electronic address: kdelgadillog@ipn.mx.",Biologicals : journal of the International Association of Biological Standardization,2024-01-14,10.1016/j.biologicals.2023.101740,0,Whooping cough; Vaccine; Bordetella; Reverse vaccinology,"Whooping cough is a disease caused by Bordetella pertussis, whose morbidity has increased, motivating the improvement of current vaccines. Reverse vaccinology is a strategy that helps identify proteins with good characteristics fast and with fewer resources. In this work, we applied reverse vaccinology to study the B. pertussis proteome and pangenome with several in-silico tools. We analyzed the B. pertussis Tohama I proteome with NERVE software and compared 234 proteins with B. parapertussis, B. bronchiseptica, and B. holmessi. VaxiJen was used to calculate an antigenicity value; our threshold was 0.6, selecting 84 proteins. The candidates were depurated and grouped in eight family proteins to select representative candidates, according to bibliographic information and their immunological response predicted with ABCpred, Bcepred, IgPred, and C-ImmSim. Additionally, a pangenome study was conducted with 603 B. pertussis strains and PanRV software, identifying 3421 core proteins that were analyzed to select the best candidates. Finally, we selected 15 proteins from the proteome study and seven proteins from the pangenome analysis as good vaccine candidates."
